platform_account_name,trx_date,trx_desc,trx_type,trx_amt
Loanpad 60d Access,2022-10-20 08:05:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-21 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-22 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-23 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-24 08:05:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-25 08:07:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-26 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-27 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-28 08:07:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-29 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-30 08:06:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-10-31 08:05:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-11-01 08:07:00,Premium Interest,Interest,0.487013
Loanpad 60d Access,2022-11-02 08:08:00,Premium Interest,Interest,0.50915
Loanpad 60d Access,2022-11-03 08:08:00,Premium Interest,Interest,0.50915
Loanpad 60d Access,2022-11-04 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-05 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-06 08:08:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-07 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-08 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-09 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-10 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-11 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-12 08:08:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-13 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-14 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-15 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-16 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-17 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-18 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-19 08:09:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-20 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-21 08:06:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-22 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-23 08:07:00,Premium Interest,Interest,0.51041
Loanpad 60d Access,2022-11-24 08:07:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-11-25 08:06:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-11-26 08:06:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-11-27 08:07:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-11-28 08:05:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-11-29 08:08:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-11-30 08:08:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-12-01 08:08:00,Premium Interest,Interest,0.511671
Loanpad 60d Access,2022-12-02 08:07:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-03 08:07:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-04 08:07:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-05 08:06:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-06 08:08:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-07 08:09:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-08 08:06:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-09 08:08:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-10 08:07:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-11 08:07:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-12 08:06:00,Premium Interest,Interest,0.533917
Loanpad 60d Access,2022-12-13 08:08:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-14 08:07:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-15 08:08:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-16 08:07:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-17 08:09:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-18 08:06:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-19 08:06:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-20 08:09:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-21 08:07:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-22 08:06:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-23 08:07:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-24 08:08:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-25 08:07:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-26 08:06:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-27 08:06:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-28 08:06:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-29 08:08:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-30 08:08:00,Premium Interest,Interest,0.535232
Loanpad 60d Access,2022-12-31 08:07:00,Premium Interest,Interest,0.536547
Loanpad 60d Access,2023-01-01 08:08:00,Premium Interest,Interest,0.536547
Loanpad 60d Access,2023-01-02 08:06:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-03 08:08:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-04 08:08:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-05 08:08:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-06 08:09:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-07 08:09:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-08 08:08:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-09 08:07:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-09 17:31:00,Bank Deposit,Paid in,1000.0
Loanpad 60d Access,2023-01-10 08:08:00,Premium Interest,Interest,0.547726
Loanpad 60d Access,2023-01-11 08:07:00,Premium Interest,Interest,0.681972
Loanpad 60d Access,2023-01-12 08:09:00,Premium Interest,Interest,0.681972
Loanpad 60d Access,2023-01-13 08:10:00,Premium Interest,Interest,0.681972
Loanpad 60d Access,2023-01-14 08:10:00,Premium Interest,Interest,0.681972
Loanpad 60d Access,2023-01-15 08:07:00,Premium Interest,Interest,0.681972
Loanpad 60d Access,2023-01-16 08:10:00,Premium Interest,Interest,0.681972
Loanpad 60d Access,2023-01-17 08:09:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-18 08:10:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-19 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-20 08:07:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-21 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-22 08:09:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-23 08:07:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-24 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-25 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-26 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-27 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-28 08:12:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-29 08:08:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-30 08:07:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-01-31 08:07:00,Premium Interest,Interest,0.683315
Loanpad 60d Access,2023-02-01 08:10:00,Premium Interest,Interest,0.684657
Loanpad 60d Access,2023-02-02 08:10:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-03 08:09:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-04 08:12:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-05 08:08:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-06 08:07:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-07 08:07:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-08 08:09:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-09 08:09:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-10 08:09:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-11 08:10:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-12 08:07:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-13 08:07:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-14 08:10:00,Premium Interest,Interest,0.69863
Loanpad 60d Access,2023-02-15 08:08:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-16 08:07:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-17 08:08:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-18 08:09:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-19 08:06:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-20 08:07:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-21 08:10:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-22 08:08:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-23 08:08:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-24 08:09:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-25 08:09:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-26 08:09:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-27 08:08:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-02-28 08:08:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-03-01 08:09:00,Premium Interest,Interest,0.7
Loanpad 60d Access,2023-03-02 08:07:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-03 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-04 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-05 08:11:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-06 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-07 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-08 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-09 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-10 08:10:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-11 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-12 08:07:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-13 08:07:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-14 08:08:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-15 08:10:00,Premium Interest,Interest,0.701369
Loanpad 60d Access,2023-03-16 08:07:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-17 08:09:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-18 08:07:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-19 08:08:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-20 08:08:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-21 08:09:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-22 08:08:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-23 08:08:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-24 08:09:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-25 08:10:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-26 08:08:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-27 08:08:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-28 08:09:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-29 08:10:00,Premium Interest,Interest,0.702739
Loanpad 60d Access,2023-03-30 08:09:00,Premium Interest,Interest,0.704109
Loanpad 60d Access,2023-03-31 08:09:00,Premium Interest,Interest,0.704109
Loanpad 60d Access,2023-04-01 08:11:00,Premium Interest,Interest,0.704109
Loanpad 60d Access,2023-04-02 08:08:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-03 08:09:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-04 08:09:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-05 08:13:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-06 08:10:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-07 08:11:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-08 08:08:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-09 08:09:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-10 08:07:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-11 08:09:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-12 08:12:00,Premium Interest,Interest,0.732273
Loanpad 60d Access,2023-04-13 08:09:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-14 08:08:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-15 08:09:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-16 08:08:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-17 08:07:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-18 08:10:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-19 08:10:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-20 08:10:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-21 08:10:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-22 08:10:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-23 08:08:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-24 08:08:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-25 08:11:00,Premium Interest,Interest,0.733698
Loanpad 60d Access,2023-04-26 08:10:00,Premium Interest,Interest,0.735123
Loanpad 60d Access,2023-04-27 08:08:00,Premium Interest,Interest,0.735123
Loanpad 60d Access,2023-04-28 08:10:00,Premium Interest,Interest,0.735123
Loanpad 60d Access,2023-04-29 08:10:00,Premium Interest,Interest,0.735123
Loanpad 60d Access,2023-04-30 08:08:00,Premium Interest,Interest,0.735123
Loanpad 60d Access,2023-05-01 08:07:00,Premium Interest,Interest,0.735123
Loanpad 60d Access,2023-05-02 08:09:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-03 08:14:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-04 08:10:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-05 08:09:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-06 08:12:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-07 08:09:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-08 08:10:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-09 08:11:00,Premium Interest,Interest,0.763397
Loanpad 60d Access,2023-05-10 08:11:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-11 08:12:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-12 08:11:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-13 08:11:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-14 08:12:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-15 08:11:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-16 08:09:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-17 08:09:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-18 08:10:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-19 08:11:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-20 08:12:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-21 08:10:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-22 08:09:00,Premium Interest,Interest,0.764876
Loanpad 60d Access,2023-05-23 08:11:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-24 08:11:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-25 08:11:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-26 08:10:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-27 08:10:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-28 08:09:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-29 08:09:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-30 08:10:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-05-31 08:10:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-06-01 08:11:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-06-02 08:13:00,Premium Interest,Interest,0.766356
Loanpad 60d Access,2023-06-03 08:11:00,Premium Interest,Interest,0.766356
